UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Kevin Koo Seng Kiat,@kevinkoosk,2015-01-03T08:18:41.000Z,Flood victims on Malaysia's east coast require blood donation. #Blood4Flood campaign 9-11 January #mybanjir,,,1,,https://pbs.twimg.com/media/B6aUvXZCAAIMwHZ?format=jpg&name=900x900,https://twitter.com/kevinkoosk/status/551291546008424448
Zashnain Zainal,@bedlamfury,2015-01-01T11:40:30.000Z,#Banjir: KKM mohon orang ramai derma darah « Malaysia blood donation drive. http://bit.ly/1Aeh7Qd,,,1,,,https://twitter.com/bedlamfury/status/550617559259574272
Malaysia Agent,@malaysia_agent,2015-01-07T16:39:02.000Z,Floods: Blood donation campaign exceeds target http://ift.tt/14vuQaG #malaysia,,,,,,https://twitter.com/malaysia_agent/status/552867013241352193
SME Bank,@SME_Bank,2015-01-12T01:57:17.000Z,"Blood Donation Campaign

The National Blood Centre Malaysia urgently requires blood to meet the increased demand... http://fb.me/1ugpiJB6O",,,,,,https://twitter.com/SME_Bank/status/554457054891757568
Anak Sarawak,@sarawak_twt,2015-01-14T15:03:07.000Z,"Mun nak cerita psl blood donation, masa jd curator twt malaysia dlok ada pdh. Sama juak waktu first time jd curator sarawak twt",,,,2,,https://twitter.com/sarawak_twt/status/555379589988380674
V.Sivakumar,@Sivatronoh,2015-01-11T04:51:32.000Z,"Attending blood donation campaign organised by Malaysia Hindu Sangam, Batu Gajah at Changkat Tamil School",,,,,,https://twitter.com/Sivatronoh/status/554138518042066944
Triple Dis,@rfqbhqi,2015-01-17T02:56:49.000Z,"Cargill Cares Malaysia National Blood Donation Day. (@ IOI Mall in Puchong, Selangor) https://swarmapp.com/c/4vlkuUkO2ME",,,,1,,https://twitter.com/rfqbhqi/status/556283973857734657
PoinTChonG@ManHanD慢行,PoinTChonG@ManHanD慢行,2015-01-17T06:25:01.000Z,"Blood donation at Endah Parade Sri Petaling , go to FB : sedarah malaysia for more info http://instagram.com/p/x8eWxGIVrF/",,,,,,https://twitter.com/PoinTChonG/status/556336371166875648
Taufiq Airiz,@taufiqarifin11,2015-03-07T10:48:09.000Z,"So proud,hope so in Malaysia one day..
during blood donation and some sport event... http://fb.me/4AqkSMWwI",,,,,,https://twitter.com/taufiqarifin11/status/574159595519799298
Izwan Husin 🅛,@izwanhusin_,2015-03-10T00:55:32.000Z,"Blood donation drive @ Wipro Unza Sdn. Bhd. 
 (@ Wipro-Unza (Malaysia) Sdn. Bhd.) https://swarmapp.com/c/chsIzdZkSts",🅰 🅱 🆎 🅾,,,,https://abs-0.twimg.com/emoji/v2/svg/1f170.svg,https://twitter.com/izwanhusin_/status/575097621397835776
mohamad hannan,@mohamadhannan94,2015-03-19T03:29:25.000Z,"blood donation (@ Hostel KK1, Universiti Sains Islam Malaysia) https://swarmapp.com/c/bZV3l4Gn9jf",,,,1,,https://twitter.com/mohamadhannan94/status/578397836674535424
JuiceSky,@JuiceSkyAds,2015-04-10T07:49:09.000Z,RedSaver Blood Donation FREE Lao Po Dou Hua - Malaysia Delicious Organic Tofu / Soybean Pudding... http://fb.me/7ozJWwQEX,,,,,,https://twitter.com/JuiceSkyAds/status/586435737576288256
Bikesrepublic,@BikesRepublic,2015-04-13T03:49:03.000Z,kawasaki Motors Malaysia's 7th annual blood donation campaign http://goo.gl/DxCi3y #kawasaki,,,,,,https://twitter.com/BikesRepublic/status/587462478071664640
Rizzman,@aidyrizz,2015-04-14T04:34:01.000Z,"Blood Donation now happening at KKIA T1  #JP14 #Malaysia 
@JapenSabah
 @MusaHjAman
 @Almain_Ajirul",,,4,,https://pbs.twimg.com/media/CChBwsfUIAAsjKs?format=jpg&name=small,https://twitter.com/aidyrizz/status/587836181020151808
{ATOM},@_ATOMbot,2015-04-27T08:34:56.000Z,Nepal PM calls for blood donation: KATHMANDU: Nepalese Prime Minister Sushil Koirala has  appe... http://bit.ly/1A4vvIX #malaysia #news,,,,,,https://twitter.com/_ATOMbot/status/592607849437466624
Asia Pacific News,@AsiaPacNews,2015-04-27T06:54:08.000Z,Malaysia News:~ > Nepal Prime Minister Calls For Blood Donation In Wake Of Quake http://dlvr.it/9Ysqxm #Malaysia #Asia,,,,,,https://twitter.com/AsiaPacNews/status/592582485180973056
Izwan Husin 🅛,@izwanhusin_,2015-05-09T12:15:39.000Z,"Mobile Blood Donation @ UPM. 
 #PusatDarahNegara @ Universiti Putra Malaysia https://instagram.com/p/2dff2dFgqu/",🚑,1,,,https://abs-0.twimg.com/emoji/v2/svg/1f691.svg,https://twitter.com/izwanhusin_/status/597012052545253376
Ainul Yaqeen,@YaqeenAinul,2015-05-16T04:39:59.000Z,Blood donation drive organize by majlis Khuddamul ahmadiyah Malaysia #LoveForAllHatredForNone #Ahmadiyya,,,6,1,https://pbs.twimg.com/media/CFGeH5BUUAEpvpp?format=jpg&name=900x900,https://twitter.com/YaqeenAinul/status/599434094347362304
mohdnor tokidoki●○•°,@alongchaos,2015-05-18T04:05:35.000Z,"Blood donation. 
Selepas sekian lama bru tau jenis darah sndri
#VSCOcam @ Telekom Malaysia,(TMSC)… https://instagram.com/p/2zylYLRCCx/",😂 😂,,,,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,https://twitter.com/alongchaos/status/600150213110665217
faz,@FatinAinaZureen,2015-05-19T03:36:30.000Z,"@twt_malaysia
 hai nak tanya, ada sesiapa kat sini penderma organ? Thank you.",,7,2,,,https://twitter.com/FatinAinaZureen/status/600505281756340224
/sʌfrɪ/,@waksapar23,2015-05-19T05:46:42.000Z,"@FatinAinaZureen
 @twt_malaysia
 saya. Senang je. Isi borang tick tick ambik kad. Dah settle daftar. Last time daftar kat blood donation drive",,1,,,,https://twitter.com/waksapar23/status/600538044932829184
Ainul Yaqeen,@YaqeenAinul,2015-05-16T04:46:48.000Z,"Blood donation organize by majlis Khuddamul ahmadiyah Muslim Malaysia 
@Ahmadiyya
 @AhmadiyyaTimes
 @AhmadiyyatIslam",,,2,,https://pbs.twimg.com/media/CFGfrsgUUAAA1Ys?format=jpg&name=900x900,https://twitter.com/YaqeenAinul/status/599435808689369089
Izhar Mustaqin,@izharmustaqin,2015-06-21T02:04:41.000Z,Blood donors in Sweden get a text whenever they save a life. Malaysia should implement this to promote blood donation,,,1,1,https://pbs.twimg.com/media/CH_Ty9BUsAAvDud?format=jpg&name=360x360,https://twitter.com/izharmustaqin/status/612440973868580864
Muhammad Shafiq,@shafiqrosli,2015-07-01T17:11:14.000Z,GoPro Malaysia Hari Raya & Blood Donation. Jualan amal tshirt. Juga boleh berurusan dengan saya. Call… https://instagram.com/p/4mfeCDDX48/,,,,,,https://twitter.com/shafiqrosli/status/616292993297973249
GoWhere Malaysia,@gowheremalaysia,2015-07-24T04:38:24.000Z,"Blood Donation at Tom, Dick & Harry - GoWhere Malaysia http://gowhere.my/info/blood-donation-at-tom-dick-harry/#.VbHBOMAkkPI.twitter…",,,,,,https://twitter.com/gowheremalaysia/status/624438458702925824
VueltaMundoSinPrisas,@Vueltasinprisas,2015-07-25T08:54:43.000Z,Blood donation day with charity organisation from Malaysia. #lavueltaalmundosinprisas… https://instagram.com/p/5jZueej05t/,,,,1,,https://twitter.com/Vueltasinprisas/status/624865349079580672
saroki,@saroki19,2015-08-03T13:21:07.000Z,"@imokman
 they shld use Malaysia spin master & blame all this on donation...blood donation http://themalaysianinsider.com/sports/article/russia-says-examining-new-doping-accusations#sthash.APBNpSmh.dpbs…",,,,,,https://twitter.com/saroki19/status/628193883260739585
Z I H A S A L L E H,@zihaofficial,2015-08-13T04:21:00.000Z,Celebrating Malaysia Films | Kitasama Blood Donation Drive #scarednotscared https://instagram.com/p/6T1gTXuBx7e1o7v5ej5g1XMaCkndUZhSE3iQw0/…,,,,1,,https://twitter.com/zihaofficial/status/631681837132349440
wrdh.,@cikhanaohhanie,2015-08-12T01:47:25.000Z,Darah Satria | Blood Donation Progamme in all Politeknik Malaysia Campus ,🌸,,1,3,https://abs-0.twimg.com/emoji/v2/svg/1f338.svg,https://twitter.com/cikhanaohhanie/status/631280799539593216
Z I H A S A L L E H,@zihaofficial,2015-08-13T03:44:15.000Z,PC .. Negaraku2015 : Celebrating Malaysia Films & Kitasama Blood Donation… https://instagram.com/p/6TxS_iOB8bSe5FV-LKLLhDXvsP6CvUStMObcY0/…,,,1,1,,https://twitter.com/zihaofficial/status/631672587051999233
merits collector since year 1990,@ecofrenfanclub,2015-08-14T01:57:34.000Z,#KLfm Y malaysia University MALAYA medical centre FAILURE-fail 2 hold BLOOD DONATION campaigns@ all mosques?,,,,,,https://twitter.com/ecofrenfanclub/status/632008127454425088
merits collector since year 1990,@ecofrenfanclub,2015-08-14T01:57:41.000Z,Y malaysia University MALAYA medical centre FAILURE-fail 2 hold BLOOD DONATION campaigns@ all mosques?,,,,,,https://twitter.com/ecofrenfanclub/status/632008155753353216
Busy BODY camelia,@7seven4peace7,2015-08-14T01:57:46.000Z,Y malaysia University MALAYA medical centre FAILURE-fail 2 hold BLOOD DONATION campaigns@ all mosques?,,,,,,https://twitter.com/7seven4peace7/status/632008178171949056
K Poh Chee Camelia,@yehenaracamelia,2015-08-16T03:06:47.000Z,#DramaSangat Y malaysia University MALAYA medical centre FAILURE-fail 2 hold BLOOD DONATION campaigns@ all mosques?,,,,,,https://twitter.com/yehenaracamelia/status/632750323057037312
K Poh Chee Camelia,@yehenaracamelia,2015-08-16T02:17:52.000Z,Y malaysia University MALAYA medical centre FAILURE-fail 2 hold BLOOD DONATION campaigns@ all mosques? #keepflying #talentcorp,,,,,,https://twitter.com/yehenaracamelia/status/632738012816764928
merits collector,@candy_camy,2015-08-17T01:46:19.000Z,#Montreal Y malaysia University MALAYA medical centre FAILURE-fail 2 hold BLOOD DONATION campaigns@ all mosques?,,,,,,https://twitter.com/candy_camy/status/633092459547901952
ecofren camelia,@RichCamelia,2015-08-14T09:08:57.000Z,#groovedown Y malaysia University MALAYA medical centre FAILURE-fail 2 hold BLOOD DONATION campaigns@ all mosques?,,,,,,https://twitter.com/RichCamelia/status/632116689883152384
Chow Jun Meng,@CJM_JunMeng,2015-08-26T02:48:35.000Z,"Blood donation partner ffk. Hunting..... (@ Monash University Malaysia - 
@monashuni
 in Bandar Sunway, Selangor) https://swarmapp.com/c/0rwkwWyuLvk",,,,1,,https://twitter.com/CJM_JunMeng/status/636369619046039552
ECOFREN CAMELIA,@ecofrenlove,2015-08-30T01:30:33.000Z,Y malaysia University MALAYA medical centre FAILURE-fail 2 hold BLOOD DONATION campaigns@ all mosques? #crowdfunding #WorldPeaceDay,,,,1,,https://twitter.com/ecofrenlove/status/637799536543428609
CARMagMy,@CAR_Malaysia,2015-08-30T11:10:58.000Z,"Selamat Hari Kebangsaan 2015, celebrate with the Astro Group by joining the Kita Sama Blood Donation Drive at... http://fb.me/7pcw1fOtr",,,,,,https://twitter.com/CAR_Malaysia/status/637945600663662593
ECOFREN CAMELIA,@ecofrenlove,2015-08-30T01:31:06.000Z,#globalbersih Y malaysia University MALAYA medical centre FAILURE-fail 2 hold BLOOD DONATION campaigns@ all mosques?,,,,,,https://twitter.com/ecofrenlove/status/637799671448993792
CARMagMy,@CAR_Malaysia,2015-09-11T08:25:42.000Z,"Join us at the Kita Sama Blood Donation Drive this weekend at Times Square, Penang and Oceanus Water Front Mall,... http://fb.me/3nDsUNN4T",,,,,,https://twitter.com/CAR_Malaysia/status/642252664760172544
Samuel Kieng,@SKieng,2015-09-16T04:47:59.000Z,"Happy Malaysia Day!!! #first#time#blood#donation#skunilife @ Parit Raja, Batu Pahat, Johor https://instagram.com/p/7rbm9mwFPV/",,,,,,https://twitter.com/SKieng/status/644009812381069312
FourFourTwo,@FourFourTwoMY,2015-09-16T03:10:02.000Z,"In the spirit of Malaysia Day, let’s all rally together for our last Kita Sama Blood Donation Drive happening at... http://fb.me/2aSpHIMsX",,,2,1,,https://twitter.com/FourFourTwoMY/status/643985164427595777
CARMagMy,@CAR_Malaysia,2015-09-16T01:00:02.000Z,"In the spirit of Malaysia Day, let’s all rally together for our last Kita Sama Blood Donation Drive happening at... http://fb.me/481aC4cad",,,,,,https://twitter.com/CAR_Malaysia/status/643952446885130241
FHM Malaysia,@FHMMalaysia,2015-09-15T09:47:43.000Z,"In the spirit of Malaysia Day, let’s all rally together for our last Kita Sama Blood Donation Drive happening at... http://fb.me/1Ld03BnME",,,,,,https://twitter.com/FHMMalaysia/status/643722856883351552
Style: Magazine Msia,@StyleMagMsia,2015-09-16T03:37:02.000Z,"In the spirit of Malaysia Day, let’s all rally together for our last Kita Sama Blood Donation Drive happening at... http://fb.me/2uw7JK3gY",,,,,,https://twitter.com/StyleMagMsia/status/643991959443533824
Malaysian Insider,@tm_insider,2015-09-20T08:01:09.000Z,"Allianz holds Malaysia Day blood donation, organ pledge drive http://bit.ly/1gCJCl5",,,,,,https://twitter.com/tm_insider/status/645507975973474304
Jane Lee,@JaneLee1004,2015-09-21T15:29:23.000Z,"Blood donation! @ Universiti Utara Malaysia, Sintok, Kedah Darul Aman https://instagram.com/p/75c_qRtk_G/",,,,,,https://twitter.com/JaneLee1004/status/645983167602683904
Amin Iskandar,@aminiskandar,2015-09-20T08:12:58.000Z,"Allianz holds Malaysia Day blood donation, organ pledge drive http://ift.tt/1NEOcME",,,,,,https://twitter.com/aminiskandar/status/645510950947287041
S-F,@SANTOFIELD,2015-09-30T07:19:51.000Z,Blood donation drive to take place at MBO cinemas: PETALING JAYA: MBO Cinemas in collaboration with St John Ambulance of Malaysia wil...,,,,,,https://twitter.com/SANTOFIELD/status/649121463203594240
TwtLadies,@TwtLadies,2015-10-07T10:21:48.000Z,There are two types of blood donation that is done in Malaysia.,,,10,2,https://pbs.twimg.com/media/CQtRTZUUAAAcxB3?format=jpg&name=small,https://twitter.com/TwtLadies/status/651703966703611904
HP Careers,@HPCareers,2015-10-14T04:00:01.000Z,HP Malaysia Wellness Team organised a blood donation drive to save lives on their annual Wellness Day. #HPProud,,,3,2,https://pbs.twimg.com/media/CRP9DRAWIAA7xHk?format=png&name=small,https://twitter.com/HPCareers/status/654144604137259008
Telling lies no Papa,@BolehPanggilAja,2015-10-31T06:15:00.000Z,"The act of giving life by blood donation, pledging for organs donation etc is one true thing people can do for others. So why not? #Malaysia",,,1,1,,https://twitter.com/BolehPanggilAja/status/660339165389651968
Setapak Central,@setapakcentral,2015-10-29T07:22:53.000Z,Join Blood Donation Drive 2.0 by MBO Cinemas and St. John Ambulance of Malaysia this Saturday and Sunday at... http://fb.me/1Z5GGhSAF,,,,,,https://twitter.com/setapakcentral/status/659631473603907584
vivahomekl,@vivahomekl,2015-10-29T09:49:22.000Z,3 more days to the ultimate blood donation drive of the year by MBO Cinemas and St. John Ambulance of Malaysia !... http://fb.me/6RvZJr7Au,,,,,,https://twitter.com/vivahomekl/status/659668336423235584
Budin,@mhaminuddin,2015-11-17T03:24:23.000Z,"Blood Donation Drive (@ Celcom Axiata Infinity Centre (CAIC) in Kuala Lumpur, Malaysia) https://swarmapp.com/c/2JU2JOLN3C0",,,,,,https://twitter.com/mhaminuddin/status/666456823864643584
Frz,@farzaida,2015-11-27T05:05:50.000Z,"Any blood donation booth or event today? Area KL. 
@twt_malaysia
 @Heart_KL
 @twt_kesihatan",,2,2,1,,https://twitter.com/farzaida/status/670106231403606016
Better Day,@MeilleurJour,2015-12-05T04:20:48.000Z,"If you're near Shah Alam, Malaysia, you can support the event from Arsenal Malaysia by doing Blood Donation. Quote Tweet
Arsenal Malaysia
@Arsenal_MY
 · Dec 5, 2015
Poster Program Derma Darah didalam Tesco Extra. Terima kasih Tesco Extra dan Pusat Darah Negara kerana menyokong.",❤,,,,https://abs-0.twimg.com/emoji/v2/svg/2764.svg,https://twitter.com/MeilleurJour/status/672994003147612161
"makoto
infodemic",@makoto_au_japon,2015-12-07T09:42:39.000Z,Man jailed and fined for lying in #blood #donation questionnaire http://straitstimes.com/singapore/courts-crime/man-jailed-and-fined-for-lying-in-blood-donation-questionnaire… #Singapore #Malaysia #HIV #false via @STcom,,,1,1,,https://twitter.com/makoto_au_japon/status/673799776400314368
carmen kay. a,@karmenlunarx,2015-12-09T16:36:40.000Z,"Recently bila company did blood donation drive, dari situ baru tahu kes talassemia sabah adalah paling tinggi di malaysia",,,1,,,https://twitter.com/karmenlunarx/status/674628742778511365
Cargill Asia Pacific,@CargillAsia,2015-12-23T12:00:26.000Z,"Through our blood donation campaign in Malaysia, we were able to collect enough blood bags to save 700+ lives!",,,1,,https://pbs.twimg.com/media/CW35ZB-UMAIrORv?format=png&name=small,https://twitter.com/CargillAsia/status/679632654816313344
Soupfm™,@Soupfm,2015-12-22T11:30:43.000Z,"BLOOD DONATION CAMP 2016
3rd JAN 2016 (SUNDAY)  10am-4pm
Level 3,Summit USJ,Malaysia

Talk less Songs more... http://fb.me/2sg07aDtf",,,,,,https://twitter.com/Soupfm/status/679262789890871297
Sinchan,@Nurainy_Tri,2016-01-03T06:01:30.000Z,"First blood donation at malaysia 
 @ The Summit Batu Pahat https://instagram.com/p/BAEOrjQkArfdAC3UV_kyVPQTwnZa3y3jlEaWrk0/…",☺ ☺ ☺,,,,https://abs-0.twimg.com/emoji/v2/svg/263a.svg,https://twitter.com/Nurainy_Tri/status/683528593826299904
Sinchan,@Nurainy_Tri,2016-01-03T05:36:12.000Z,"First blood donation at malaysia 
 https://instagram.com/p/BAELyNpEAm3lwxO5apIiW5YaP0YC0NUTiZnQlM0/…",☺ ☺ ☺,,,,https://abs-0.twimg.com/emoji/v2/svg/263a.svg,https://twitter.com/Nurainy_Tri/status/683522225086009344
BalanRaj Music Composer,@BalanRaj_Music,2016-03-14T14:35:28.000Z,"Malaysia 
@ikamalhaasan
 Narpany Iyakkam Organise Blood Donation campaign on 2.4.16 @UNKHOurPride 
@DiehardKamalian",,,8,13,https://pbs.twimg.com/media/CdhAHvuUAAAHhQc?format=jpg&name=900x900,https://twitter.com/BalanRaj_Music/status/709387473932038144
BIGG BOSS MEMES,@BiggBoss4Memes,2016-03-14T16:37:24.000Z,"Retweeted Composer BalanRaj (
@BalanRaj_Music
):

Malaysia 
@ikamalhaasan
 Narpany Iyakkam Organise Blood Donation... http://fb.me/4SSIyWRO0",,,,,,https://twitter.com/BiggBoss4Memes/status/709418161037250560
GoWhere Malaysia,@gowheremalaysia,2016-03-24T04:28:07.000Z,Blood Donation Campaign at CityONE Megamall - GoWhere Malaysia http://gowhere.my/info/blood-donation-campaign-at-cityone-megamall/#.VvNs1Eh7zNc.twitter…,,,,,,https://twitter.com/gowheremalaysia/status/712858510833414144
Milli Gazette,@milligazette,2016-04-03T19:27:52.000Z,TNTJ Malaysia Chapter Penang unit organized Mobile Blood Donation 3rd April 2016 Sunday.Donate Blood Save Life... http://fb.me/7PlCl1Alt,,,1,,,https://twitter.com/milligazette/status/716708819133280256
BalanRaj Music Composer,@BalanRaj_Music,2016-04-06T12:22:45.000Z,"Successfully Done Blood Donation Camp at Melaka Malaysia on 02.04.16. 
@ikamalhaasan
 @UNKHOurPride 
@KamalHaasanFans",,1,8,14,https://pbs.twimg.com/media/CfW-RcHVAAEtdta?format=jpg&name=small,https://twitter.com/BalanRaj_Music/status/717688997842001921
Bazlaa Fadhullah Lim,@bazlaalim,2016-04-06T12:35:58.000Z,Blood donation drive for UMMC on April 20 | New Straits Times | Malaysia General Business Sports and Lifestyle News http://nst.com.my/news/2016/04/137713/blood-donation-drive-ummc-april-20?m=1…,,,1,,,https://twitter.com/bazlaalim/status/717692321895096320
Dato' Sri Dr. Jessy,@datosrijessylai,2016-04-07T00:56:41.000Z,Mon Space Group organised a blood donation campaign with The National Blood Bank of Malaysia http://jessylai.com/blog/mon-space-group-blood-donation-campaign/… #blooddonation,,,,,,https://twitter.com/datosrijessylai/status/717878731285508096
KamalHaasan - KamalismForever,@KamalismForever,2016-04-06T08:35:09.000Z,"Blood donation by Malaysia #kamalians #Salut

Dr.kamal haasan online blood donors bank http://fb.me/291APbIVK",,,2,3,,https://twitter.com/KamalismForever/status/717631720162463744
Kamal Haasan,@ikamalhaasan,2016-04-06T12:57:09.000Z,Belated Congrats to our welfare assn. Members for the blood donation  camp in Malaysia.. Mr. Thangavel  promptly sent me the pictures.,,38,235,845,,https://twitter.com/ikamalhaasan/status/717697654419890180
Rakyat: KP Gynae Penang,@twt_malaysia,2016-04-07T14:26:48.000Z,"Replying to 
@wasabisenpaii@wasabisenpaii
 oooo I'm not quite sure. Got mine while at a UM blood donation thing",,,,,,https://twitter.com/twt_malaysia/status/718082602297470978
BIGG BOSS MEMES,@BiggBoss4Memes,2016-04-06T09:30:01.000Z,"Retweeted kamalhassanfansclub (
@kamalhassanfans
):

Blood donation by Malaysia #kamalians #Salut

Dr.kamal haasan... http://fb.me/3KmFqnbTg",,,,,,https://twitter.com/BiggBoss4Memes/status/717645528314560512
ABB Malaysia,@ABB_Malaysia,2016-04-12T03:37:46.000Z,#HappeningNow Health Week 2016 - Workplace Blood Donation Drive,,,,1,https://pbs.twimg.com/media/Cfz_uADUkAEdAU4?format=jpg&name=small,https://twitter.com/ABB_Malaysia/status/719731208016363520
Nur Hanisah,@NooNicah,2016-04-13T00:36:37.000Z,Health screening booth & Blood donation free for Shell's staff. (@ Shell Malaysia Trading@Pasir Gudang) https://swarmapp.com/c/28fEBv8wc8N,,,,,,https://twitter.com/NooNicah/status/720048008814047232
MUST,@must_malaysia,2016-04-20T05:49:00.000Z,"I posted 18 photos on Facebook in the album ""MUST Blood Donation Event"" http://fb.me/2HpqyXHbl",,,,,,https://twitter.com/must_malaysia/status/722663335150358529
"MERITS collector become a millionaire,ha ha",@cameliacamy7,2016-04-28T02:20:33.000Z,"Y malaysia University MALAYA medical ctrFAILURE-fail2hold BLOOD DONATION campaigns@all mosques-Kuala Lumpur,JB,Kota Kinabalu?
#JomJamAkustik",,,,,,https://twitter.com/cameliacamy7/status/725509980221104129
"MERITS collector become a millionaire,ha ha",@cameliacamy7,2016-04-28T02:14:49.000Z,"#skynews Y malaysia University MALAYA medical ctr FAILURE-fail2hold BLOOD DONATION campaigns@all mosques-Kuala Lumpur,JB,Kota Kinabalu",,,,,,https://twitter.com/cameliacamy7/status/725508536499724288
Sakae Sushi Malaysia,@SakaeSushiMY,2016-05-04T11:43:02.000Z,"Do a good deed to save a life. 
Come be part of HOPE Worldwide Malaysia’s Blood Donation Campaign on 29 May 2016.... http://fb.me/XFmyuCnP",,,,,,https://twitter.com/SakaeSushiMY/status/727825862113038336
Malaysia Agent,@malaysia_agent,2016-05-06T02:39:13.000Z,Blood donation urged in Malaysia for festive seasons - Bahrain News Agency #blood http://dragplus.com/post/id/35067475…,,,,,,https://twitter.com/malaysia_agent/status/728413779856392194
Rakesh Ramesh,@rakesh0612,2016-05-05T12:06:10.000Z,Blood donation urged in Malaysia for festive seasons http://dlvr.it/LDm0Xk,,,,,,https://twitter.com/rakesh0612/status/728194069994708993
GoWhere Malaysia,@gowheremalaysia,2016-05-13T05:26:43.000Z,Blood Donation by ABM Fujiya Berhad - GoWhere Malaysia http://gowhere.my/info/blood-donation-by-abm-fujiya-berhad/#.VzVlkaoispw.twitter…,,,,,,https://twitter.com/gowheremalaysia/status/730992649579069441
Jose Miguel Porraz,@jmporraz,2016-05-22T23:35:04.000Z,"Donors at a blood donation drive in Kota Kinabalu, East Malaysia, enjoy #Anlene concentrate for their recovery!",,,,,https://pbs.twimg.com/media/CjGRU7XUgAA2bHF?format=jpg&name=small,https://twitter.com/jmporraz/status/734528032938020865
GoWhere Malaysia,@gowheremalaysia,2016-05-27T04:45:54.000Z,Blood Donation Day at Village Mall - GoWhere Malaysia http://gowhere.my/info/blood-donation-day-at-village-mall/#.V0fRACi6RTg.twitter…,,,,,,https://twitter.com/gowheremalaysia/status/736055807498817537
Isaac Tan,@isaactanjs,2016-07-25T04:41:07.000Z,MBO Cinemas and St Johns Ambulance Malaysia Nationwide Blood Donation Campaign 2016... http://fb.me/2gnlziWAe,,,,,,https://twitter.com/isaactanjs/status/757435488076607489
Elvis Choo,@chchoo75,2016-08-05T01:31:20.000Z,"Blood Donation Drive 3.0 St.John Ambulans Malaysia Area Batu Pahat and MBO BP Mall
Date : 5 & 6 August 2016",,,,,https://pbs.twimg.com/media/CpDxXu6UIAAAEls?format=jpg&name=360x360,https://twitter.com/chchoo75/status/761373992544444417
梅素娴,@_mzboi,2016-08-17T07:48:32.000Z,"Urgent blood donation needed (Type: O minus). If eligible, please head to Pusat Darah Negara, Jalan Tun Razak. Pls RT 
@twt_malaysia",,,,,,https://twitter.com/_mzboi/status/765817573900374017
DTN Malaysia,@DTNMalaysia,2016-08-19T17:27:11.000Z,DTN Malaysia: SEC blood donation drive collects 115 pints: KOTA KINABALU: The Sabah Energy Corporation Sdn Bh... http://bit.ly/2bjdZOA,,,,,,https://twitter.com/DTNMalaysia/status/766687973471498240
